repo,doi,pmid,grant_funded,funding_sources,num_linked_grants,num_developer_grants,num_collaborator_grants,developer_project_nums,developer_core_nums,developer_orgs,developer_org_states,developer_agencies,developer_cost_by_currency,developer_cost_usd,all_org_names,all_agencies,total_cost_by_currency,total_cost_usd,earliest_project_start,latest_project_end,note
privefl/bigsnpr,10.1093/bioinformatics/bty185,29617937,True,Other,5,3,2,ANR-15-IDEX-02; ANR-11-LABX-0025-01; IDEX-02,,,,Other,,,Université Grenoble Alpes; Institut polytechnique de Grenoble,Other,EUR:133328439,,2012-03-01 00:00:00,,Not in NIH RePORTER (non-NIH funder via local snapshot)
pritykinlab/guidescan-cli,10.1186/s13059-025-03488-8,40011959,True,NIH; Other,7,2,5,5DP2AI171161-05; T32 GM152349,DP2AI171161,PRINCETON UNIVERSITY,NJ,NIAID; Other,USD:300000,300000.0,SLOAN-KETTERING INST CAN RESEARCH; PRINCETON UNIVERSITY,NHGRI; NCI; NIAID; Other,USD:10652934,10652934.0,1997-01-20T00:00:00,2031-04-30T00:00:00,OK
ps4dr/ps4dr,10.1186/s12859-020-03568-5,32503412,True,Other,4,2,2,2007-2013; FP7/2007,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
PSSUN/CircCode,10.3389/fgene.2019.00981,31649739,True,Other,5,5,0,NCET-12-0896; 31770333; GK201403004; 31370329; 11631012,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
Psy-Fer/SquiggleKit,10.1093/bioinformatics/btz586,31332428,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
pyani-plus/pyani-plus,10.1039/C5AY02550H,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
pybel/pybel-tools,10.1093/bioinformatics/btx660,29048466,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
pybel/pybel,10.1093/bioinformatics/btx660,29048466,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
pydna-group/pydna,10.1186/s12859-015-0544-x,25933606,True,Other,3,2,1,SFRH/BD/42565/2007; COMPETE,,,,Other,,,Universidade do Minho (UM),Other,EUR:43590,,2014-04-07 00:00:00,2015-09-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
qiime2/Keemei,10.1186/s13742-016-0133-6,27296526,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
qiyunzhu/woltka,10.1093/bioinformatics/btad452,37490475,True,Other,4,3,1,72271237; CA204120; 20JZD023,,,,Other,,,中国人民大学,Other,CNY:240000,,2020-01-01 00:00:00,2023-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
quadram-institute-bioscience/albatradis,10.1371/journal.pcbi.1007980,32678849,True,Other,6,4,2,BB/R012504/1; BBS/E/F/00044426; BB/CCG1860/1; BB/R012504,,,,Other,GBP:238064,,,Other,GBP:10140380,,2016-12-07 00:00:00,2023-03-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
quadram-institute-bioscience/dadaist2,10.3390/ijms22105309,34069990,True,Other,4,2,2,BB/R012490/1; MR/T030062/1,,,,Other,,,,Other,GBP:6438508,,2017-11-01 00:00:00,2023-03-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
quadram-institute-bioscience/socru,10.1099/mgen.0.000396,32584752,True,Other,3,2,1,BB/R012504/1; BB/CCG1860/1,,,,Other,,,,Other,GBP:1035482,,2018-03-31 00:00:00,2023-03-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
r2dt-bio/R2DT,10.1038/s41467-021-23555-5,34108470,True,NIH; Other,6,1,5,218302/Z/19/Z,,,,Other,,,UNIVERSITY OF CALIFORNIA SANTA CRUZ; European Bioinformatics Institute,NHGRI; Other,USD:5031602; GBP:1038787,5031602.0,2012-07-16T00:00:00,2024-03-02 00:00:00,OK
RabbitBio/RabbitTClust,10.1186/s13059-023-02961-6,37198663,True,Other,3,3,0,61972231; 62102231; ZR2021QF089,,山东大学,,Other,CNY:600000,,山东大学,Other,CNY:600000,,2019-01-01 00:00:00,2023-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
RagnarGrootKoerkamp/simd-sketch,10.1101/2025.01.27.634998,,True,Other,1,0,1,,,,,,,,,Other,,,,,OK
raimondilab/precogx,10.1093/nar/gkac426,35639758,True,Other,4,3,1,2020 - ID. 24317; 21H05113; JPJSBP120213501,,,,Other,,,Tohoku University,Other,JPY:41730000,,2021-04-05 00:00:00,2025-03-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
rajewsky-lab/openst,10.1016/j.cell.2024.05.055,38917789,True,Other,4,4,0,RA 838/5-1; 81X2100155; KA 5006/1-1; CN_00000041,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
RajLabMSSM/catalogueR,10.1093/bioinformatics/btab658,34529038,True,NIH; Other,11,6,5,1U01NS120256-01; 5U01AG068880-05; 3R21AG063130-01A1S1; 2R01NS116006-06; 5R01AG054005-05; P01 AG019724,U01NS120256; U01AG068880; R21AG063130; R01NS116006; R01AG054005,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,NINDS; NIA; Other,USD:2719591,2719591.0,STANFORD UNIVERSITY; ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NINDS; NIA; Other,USD:5679591,5679591.0,2017-04-01T00:00:00,2031-06-30T00:00:00,OK
RajLabMSSM/echolocatoR,10.1093/bioinformatics/btab658,34529038,True,NIH; Other,11,9,2,1U01NS120256-01; 5U01AG068880-05; 3R21AG063130-01A1S1; 2R01NS116006-06; 5R01AG054005-05; 16743; P01 AG019724; U01 NS107016; 14899,U01NS120256; U01AG068880; R21AG063130; R01NS116006; R01AG054005,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,NINDS; NIA; Other,USD:2719591,2719591.0,STANFORD UNIVERSITY; ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NINDS; NIA; Other,USD:5679591,5679591.0,2017-04-01T00:00:00,2031-06-30T00:00:00,OK
0xCoto/Virgo,10.21105/joss.03067,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
aabdurrouf/piXedfit,10.3847/1538-4365/abebe2,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
abatten/fruitbat,10.21105/joss.01399,,True,Other,1,0,1,,,,,,,,The Australian National University,Other,AUD:32408121,,2017-01-01 00:00:00,2024-12-31 00:00:00,OK
adrn/gala,10.21105/joss.00388,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
ajshajib/dolphin,10.3847/1538-4357/adf95c,,True,Other,4,4,0,HST-AR-16149; HST-GO-16773; HST-HF2-51492; HST-GO-15320,,,,Other,,,,Other,,,,,OK
AMReX-Astro/MAESTRO,10.1088/0067-0049/188/2/358,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
AMReX-Astro/Castro,10.21105/joss.02513,,True,Other; NSF,11,0,11,,,,,,,,SUNY at Stony Brook,Other; NSF,USD:1771143,1771143.0,1986-12-01 00:00:00,2017-08-31 00:00:00,OK
apace7/local_volume_database,10.33232/001c.144859,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
ArgonneCPAC/OpenCosmo,10.1016/j.fluid.2022.113472,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
arjunsavel/SImMER,10.1088/1538-3873/aca4f9,,True,Other,1,0,1,,,,,,,,,Other,,,,,OK
askap-vast/vast-pipeline,10.1017/pasa.2026.10171,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
asteca/ASteCA,10.1051/0004-6361/201424946,,True,Other,1,1,0,CONICET,,,,Other,,,,Other,,,,,OK
astro-group-bristol/Gradus.jl,10.1093/mnras/staf1770,,True,Other,2,2,0,ST/Y001990/1; EP/S023992/1,,,,Other,GBP:437061,,,Other,GBP:437061,,2024-03-31 00:00:00,2027-03-30 00:00:00,OK
bcalden/ClusterPyXT,10.1016/j.ascom.2019.04.001,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
BEAST-Fitting/beast,10.3847/0004-637X/826/2/104,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
bluescarni/heyoka.py,10.1093/mnras/stab1032,,True,Other,1,0,1,,,,,,,,,Other,,,,,OK
bluescarni/heyoka,10.1093/mnras/stab1032,,True,Other,1,0,1,,,,,,,,,Other,,,,,OK
BrownDwarf/gollum,10.21105/joss.06601,,True,Other; NSF,6,1,5,1910969,,University of Texas at Austin,,NSF,USD:345403,345403.0,University of Texas at Austin,Other; NSF,USD:816823,816823.0,2019-09-01 00:00:00,2024-08-31 00:00:00,OK
cbyrohl/scida,10.21105/joss.06064,,True,Other,2,2,0,2441/1-1; NE 2441/1-1,,,,Other,,,,Other,,,,,OK
cescalara/hierarchical_nu,10.3847/1538-4357/ad7fe9,,True,Other,2,0,2,,,,,,,,Technische Universität München (TUM),Other,EUR:3078367,,2017-01-01 00:00:00,2017-12-31 00:00:00,OK
cescalara/minieuso_cpu,10.1117/1.JATIS.5.4.044009,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
chianti-atomic/ChiantiPy,10.1088/0004-637X/744/2/99,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
daniel-muthukrishna/astrodash,10.3847/1538-4357/ab48f4,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
danielver02/ALPS,10.1017/S0022377818000739,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
entity-toolkit/entity,10.48550/arXiv.2511.17710,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
galacticusorg/galacticus,10.1016/j.newast.2011.07.004,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
gandalfcode/gandalf,10.1093/mnras/stx2405,,True,Other,5,1,4,ST/K00333X/1,,,,Other,,,,Other,GBP:925108,,2009-11-01 00:00:00,2013-04-29 00:00:00,OK
glass-dev/glass,10.21105/astro.2302.01942,,True,Other,2,2,0,ST/V000780/1; Consolidated Grant ST/V000780/1,,,,Other,GBP:780046,,,Other,GBP:780046,,2021-03-31 00:00:00,2024-12-31 00:00:00,OK
handley-lab/fgivenx,10.21105/joss.00849,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
henrysky/astroNN,10.1093/mnras/sty3217,,True,Other,3,0,3,,,,,,,,,Other,,,,,OK
hombit/freddi,10.1093/mnras/stx768,,True,Other,1,0,1,,,,,,,,,Other,,,,,OK
hpparvi/ldtk,10.1093/mnras/st,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
htjb/globalemu,10.1093/mnras/stab2737,,True,Other,3,2,1,G100521; 2276969,,,,Other,,,,Other,GBP:514590,,2019-09-30 00:00:00,2023-09-29 00:00:00,OK
icecube/pisa,10.1016/j.nima.2020.164332,,True,Other,2,0,2,,,,,,,,,Other,,,,,OK
IftachSadeh/ANNZ,10.1017/S1743921314010849,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
igmhub/picca,10.1088/1475-7516/2020/07/035,,True,Other,3,2,1,ST/N003853/1; ST/R000476/,,,,Other,GBP:491529,,,Other,GBP:1800342,,2016-10-09 00:00:00,2022-03-30 00:00:00,OK
jobovy/apogee,10.1017/S174392131601173X,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
jobovy/mwdust,10.3847/0004-637X/818/2/130,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
kyleaoman/martini,10.21105/joss.06860,,True,Other,4,0,4,,,,,,,,,Other,GBP:4751734,,2020-03-31 00:00:00,2024-03-31 00:00:00,OK
ladsantos/p-winds,10.1051/0004-6361/202142038,,True,Other,4,1,3,Horizon 2020,,,,Other,,,University of Geneva; UNIVERSITEIT LEIDEN,Other,EUR:5499387,,2017-06-01 00:00:00,2027-02-28 00:00:00,OK
legolas-project/legolas,10.3847/1538-4365/abc5c4,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
lenstronomy/lenstronomy,10.21105/joss.03283,,True,NSF; Other,7,0,7,,,,,,,,,NSF; Other,,,,,OK
lgrcia/prose,10.1093/mnras/stab3113,,True,Other,1,0,1,,,,,,,,,Other,,,,,OK
lpsinger/ligo.skymap,10.1126/science.aap9455,29038373,True,NSF; Other,18,0,18,,,,,,,,University of Chicago; University of Wisconsin-Milwaukee; California Institute of Technology,NSF; Other,GBP:8935273; USD:6148815,6148815.0,2000-07-15 00:00:00,2022-03-29 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
Magritte-code/Magritte,10.1016/j.ascom.2024.100889,,True,Other,5,4,1,1166722N; 1253223N; G099720N; C16/17/007,,FWO,,Other,,,FWO,Other,,,2020-01-01 00:00:00,2025-10-31 00:00:00,OK
manodeep/Corrfunc,10.1093/mnras/stz3157,,True,Other,3,0,3,,,,,,,,The University of Melbourne; The Australian National University,Other,AUD:35282223,,2011-01-01 00:00:00,2024-12-31 00:00:00,OK
mattyowl/RSSMOSPipeline,10.1088/1538-3873/adb454,,True,Other,1,1,0,DGE-2233066,,,,Other,,,,Other,,,,,OK
MESAHub/mesa,10.1063/1.3573690,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
MilanStaffehl/TNG-Cluster-paper,10.1051/0004-6361/202554373,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
minaskar/pocomc,10.1093/mnras/stac2272,,True,Other,3,1,2,ST/R000972/1,,,,Other,,,THE UNIVERSITY OF EDINBURGH,Other,EUR:1328066,,2020-09-01 00:00:00,2025-08-31 00:00:00,OK
NextGenCMB/delensalot,10.3847/1538-4357/ad2351,,True,Other,3,0,3,,,,,,,,,Other,,,,,OK
pikarpov-LANL/Sapsan,10.21105/joss.03199,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
PyFstat/PyFstat,10.21105/joss.03000,,True,Other,18,10,8,PID2019-106416GB-I00/AEI/10.13039/501100011033; RED2018-102573-E; 10.13039; PID2019; AEI/10.13039/501100011033; I00/AEI/10.13039/501100011033; PID2019-106416GB-I00; AEI/10; AEI/10.; 13039,,,,Other,,,,Other,,,,,OK
pynucastro/pynucastro,10.3847/1538-4357/acbaff,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
radis/radis,10.1016/j.jqsrt.2018.09.027,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
silburt/DeepMoon,10.1016/j.icarus.2018.06.022,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Starfish-develop/Starfish,10.1088/0004-637X/812/2/128,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
stevengiacalone/triceratops,10.3847/1538-3881/abc6af,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
StingraySoftware/HENDRICS,10.1088/0004-637X/800/2/109,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
StingraySoftware/stingray,10.21105/joss.07389,,True,Other,1,0,1,,,,,,,,UNIVERSITA DEGLI STUDI DI MILANO,Other,EUR:172750,,2023-09-01 00:00:00,2025-08-31 00:00:00,OK
SWIFTSIM/swiftgalaxy,10.21105/joss.09278,,True,Other,3,0,3,,,,,,,,,Other,GBP:4751734,,2020-03-31 00:00:00,2024-03-31 00:00:00,OK
SWIFTSIM/swiftsimio,10.21105/joss.02430,,True,Other,9,0,9,,,,,,,,,Other,GBP:14367613,,2012-02-08 00:00:00,2021-09-29 00:00:00,OK
TeamLEGWORK/LEGWORK,10.3847/1538-4365/ac5c52,,True,Other; NSF,3,1,2,2009131,,Harvard University,,NSF,USD:415538,415538.0,Harvard University; Universiteit van Amsterdam,Other; NSF,USD:415538,415538.0,2018-06-07 00:00:00,2024-08-31 00:00:00,OK
TomHilder/wakeflow,10.21105/joss.04863,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
TomWagg/cogsworth,10.3847/1538-4365/ad8b1f,,True,Other,1,1,0,80NSSC24K0768,,,,Other,,,,Other,,,,,OK
uclchem/UCLCHEM,10.48550/arXiv.2606.20265,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
xpsi-group/xpsi,10.21105/joss.04977,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
yt-project/yt,10.1088/0067-0049/192/1/9,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
ytree-project/ytree,10.21105/joss.01881,,True,Other; NSF,2,0,2,,,,,,,,"University of Illinois at Urbana-Champaign, National Center for Supercomputing Applications",Other; NSF,USD:1500000,1500000.0,,,OK
Yu-Yang-Li/StarWhisper,10.1038/s44172-025-00520-4,41198859,True,Other,10,9,1,12090041; NSFC-11988101; 2019YFA0405000; XDB41000000; 11988101; 12090040; 11903054; 2019YFA0405504; XDB0550100,,,,Other,,,中国科学院国家天文台,Other,CNY:3200000,,2019-01-01 00:00:00,2024-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
zblz/naima,10.22323/1.236.0922,,True,Other,1,1,0,ST/N002881/1,,,,Other,,,,Other,,,,,OK
acmsigsoft/EmpiricalStandards,10.48550/ARXIV.2010.03525,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Cambridge-ICCS/green-ci,10.1007/978-981-97-0989-2_17,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
churchlab/millstone,10.1186/s13059-017-1223-1,28545559,True,NIH; Other,4,2,2,DE-FG02; DE-FG02-02ER63445,,,,Other,,,HARVARD UNIVERSITY; PRESIDENT AND FELLOWS OF HARVARD COLLEGE,NIGMS; Other,USD:22629264,22629264.0,1989-07-01T00:00:00,2024-06-30T00:00:00,OK
dependable-ai/nn-dependability-kit,10.1109/iccad45719.2019.8942153,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
emsejournal/openscience,10.1007/s10664-019-09712-x,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
softvis-research/Getaviz,10.1109/VISSOFT.2017.12,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
amineHorseman/facial-expression-recognition-using-cnn,10.5370/JEET.2018.13.1.485,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
bgshih/aster,10.1109/TPAMI.2018.2848939,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
bgshih/crnn,10.1109/TPAMI.2016.2646371,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Canjie-Luo/Text-Image-Augmentation,10.1109/CVPR42600.2020.01376,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
clovaai/synthtiger,10.1007/978-3-030-86337-1_8,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
cuguilke/microexpnet,10.1109/ipta.2019.8936114,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
DevashishPrasad/CascadeTabNet,10.1109/CVPRW50498.2020.00294,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
dstndstn/astrometry.net,10.1088/0004-6256/139/5/1782,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
facebookresearch/mvit,10.1109/CVPR52688.2022.00476,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
gcr/torch-residual-networks,10.1109/CVPR.2016.90,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
GitYCC/crnn-pytorch,10.1109/TPAMI.2016.2646371,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
glemaitre/protoclass,10.1007/978-3-642-14078-5_7,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
haimeh/finFindR,10.1111/mms.12849,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
hbilen/dynamic-image-nets,10.1109/CVPR.2016.331,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
hukenovs/hagrid,10.1109/WACV57701.2024.00451,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
jac99/MinkLocMultimodal,10.1109/IJCNN52387.2021.9533373,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
JDAI-CV/DCL,10.1109/CVPR.2019.00530,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
KaimingHe/deep-residual-networks,10.1109/CVPR.2016.90,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
ksk0629/quanvolutional_neural_network,10.1007/s42484-020-00012-y,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Lu-Feng/CricaVPR,10.1109/CVPR52733.2024.01587,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
MarcoForte/closed-form-matting,10.1109/TPAMI.2007.1177,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
M-Nauta/ProtoTree,10.1109/CVPR46437.2021.01469,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
MSA-LMC/S2D,10.1109/TAFFC.2024.3453443,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Peacecake/HoloMu,10.1145/3024969.3025094,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
PetervanLunteren/AddaxAI,10.24072/pcjournal.565,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Psarpei/Multi-Type-TD-TSR,10.1007/978-3-030-87626-5_8,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
researchmm/tasn,10.1109/CVPR.2019.00515,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
seungwonpark/RandWireNN,10.1109/ICCV.2019.00137,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Skuldur/facenet-face-recognition,10.1109/cvpr.2015.7298682,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
forefireAPI/forefire,10.21105/joss.08680,,True,Other,1,0,1,,,,,,,,Institut national de recherche en informatique et en automatique,Other,EUR:441760,,2017-01-01 00:00:00,,OK
gempy-project/gempy,10.5194/gmd-12-1-2019,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
geocompx/geocompr,10.1177/2399808320945456,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
google/OpenSK,10.1007/978-3-031-41181-6_26,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
GRTLCollaboration/GRChombo,10.21105/joss.03703,,True,Other,41,0,41,,,,,,,,"QUEEN MARY UNIVERSITY OF LONDON; THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",Other,GBP:22302238; EUR:4147891,,2009-11-01 00:00:00,2022-09-29 00:00:00,OK
luhipi/sarvey,10.1016/j.envsoft.2026.107004,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
MassimoCimmino/pygfunction,10.22488/okstate.22.000015,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
networkit/networkit,10.1017/nws.2016.20,,True,Other,1,1,0,SPP 1736,,,,Other,,,,Other,,,,,OK
NREL/OpenOA,10.21105/joss.02171,,True,Other,5,5,0,Contract No. DE-AC36-08GO28308; No. DE-AC36-08GO28308; AC36-08GO28308; DE-AC36-08GO28308; 08GO28308,,,,Other,,,,Other,,,,,OK
OntoUML/ontouml-models,10.1016/j.datak.2023.102210,,True,Other,5,0,5,,,,,,,,Institut National de Recherche en Santé Publique,Other,EUR:55073831,,2019-01-01 00:00:00,2024-08-31 00:00:00,OK
PCMDI/pcmdi_metrics,10.5194/gmd-17-3919-2024,,True,Other; NSF,14,6,8,IA 1947282; DE-SC0022070; DE340AC02-05CH11231; 1852977; AC52-07NA27344; 05CH11231,,,,Other,,,Japan Agency for Marine-Earth Science and Technology; National Center for Atmospheric Research; Laboratoire d'Océanographie et du Climat : Expérimentations et Approches Numériques; CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,Other; NSF,EUR:11043440; USD:7994096,7994096.0,2016-06-01 00:00:00,2028-09-30 00:00:00,OK
PyPO-dev/PyPO,10.21105/joss.05478,,True,Other,1,0,1,,,,,,,,TECHNISCHE UNIVERSITEIT DELFT,Other,EUR:2993579,,2022-09-01 00:00:00,2027-08-31 00:00:00,OK
Qiskit/qiskit,10.48550/arXiv.2405.08810,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
SciML/SciMLTutorials.jl,10.5334/jors.151,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Slicer/Slicer,10.1016/j.mri.2012.05.001,22770690,True,NIH,14,3,11,5U54EB005149-09; 8P41EB015902-15; P41RR13218,U54EB005149; P41EB015902,BRIGHAM AND WOMEN'S HOSPITAL,MA,NIBIB; NIH,USD:4867748,4867748.0,BRIGHAM AND WOMEN'S HOSPITAL; OREGON HEALTH & SCIENCE UNIVERSITY; MASSACHUSETTS GENERAL HOSPITAL; UNIVERSITY OF IOWA,NIBIB; NCRR; NCI; NLM; NIH,USD:11619824,11619824.0,1998-09-30T00:00:00,2023-09-18T00:00:00,OK
stanford-crfm/helm,10.1111/nyas.15007,37230490,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
UM-PEPL/HallThruster.jl,10.21105/joss.04672,,True,Other,2,2,0,FA9550-19-1-0022; FA9550-,,,,Other,,,,Other,,,,,OK
USACE-RMC/Numerics,10.21105/joss.10540,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
VILLASframework/node,10.21105/joss.08401,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
willisbillis/MAPseq,10.1016/j.neuron.2016.08.029,27608754,True,Other,1,0,1,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
wouterpeere/GHEtool,10.21105/joss.04406,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
zackbatist/open-archaeo,10.5334/joad.111,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
bcgsc/btllib,10.21105/joss.04720,,True,Other,2,2,0,281ANV; PJT-183608,,,,Other,,,,Other,,,,,OK
gnames/gnparser,10.1186/s12859-017-1663-3,28549446,True,NSF; Other,2,0,2,,,,,,,,Marine Biological Laboratory,NSF; Other,USD:410293,410293.0,2014-08-01 00:00:00,2016-07-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
